code,num
C1072,690.0527849685117
C1128,1352.026989488917
C1456,612.8173297024996
C1840,566.9632626852131
C1332,1319.3012791005872
C1563,1689.0452832140961
C1794,973.8142820718048
C1640,291.0467064903351
C1377,356.24706126779984
C2072,271.56260962383794
C1472,476.6818626313849
C1006,134.91299995977045
C1083,344.05694686733335
C1311,307.96210720523754
C2676,225.30329862689715
C2318,242.7120730243519
C1603,406.95235150545756
C2523,387.75698864266514
C2177,181.02657041121935
C2411,503.5166404071707
C2033,164.98445395759722
C1604,381.7513216137165
C2535,482.2750621922439
C1040,523.5539808171579
C2417,351.2369355515225
C1812,140.98567954609055
C2253,119.40535699830845
C1294,438.10998860764545
C1772,364.20167772591225
C2646,407.01492592547106
C1152,773.6729622591005
C2423,139.64519280683547
C1844,432.0710848061972
C1318,202.3025367073277
C1729,89.08327018980954
C1602,266.2240353526392
C1239,456.4215286178908
C1721,575.2462617638008
C1902,921.3905690297594
C1855,301.55408850584314
C2600,472.07213015782634
C1071,374.96702710083184
C2295,402.4760770492746
C1621,507.6343421139126
C1852,670.8459679431777
C2555,984.9775376217407
C1297,467.6687406979331
C2323,597.5007047995362
C2215,421.3992008666866
C2112,353.5140079896765
C1830,790.1747829760699
C2602,271.6379587742881
C2608,825.7957395378428
C1215,688.3259704758899
C2369,611.167626883902
C1158,293.6673828488468
C1887,384.98231483948194
C1189,234.54484981595428
C1637,298.78462601176443
C1225,91.95250383166315
C2374,488.4941782502446
C2397,517.2262580973188
C1105,794.4266324880311
C1782,450.55261088830287
C1629,123.66417430134345
C1708,285.16566822577323
C2144,505.1840016477728
C1617,1025.6710426678255
C1149,501.72685393425456
C1323,403.05338597567714
C1064,777.0587881880322
C1019,322.2718218500646
C2269,637.9605327675448
C1416,728.4057369974199
C1250,752.7241918304954
C1741,425.8293772206584
C1016,689.3181524709403
C2436,523.9821374562234
C2039,874.7493574775978
C1253,841.4402389234236
C2028,898.8065885928678
C1166,348.4137454256928
C1135,211.78603881704487
C1216,339.5808753628892
C1593,210.7283197541802
C1826,273.1906629142871
C1827,378.086150240039
C1564,257.6466931044221
C1495,1167.3629300427183
C2653,735.0978350622818
C1392,563.4231004433472
C2128,280.2047093166088
C1282,625.8816908217428
C1521,1069.0596554626463
C2076,970.0621940851479
C1060,582.5219455407772
C2473,786.4470607891844
C2557,684.8397681804546
C1835,910.0728140785043
C2224,574.1173873227629
C2222,417.77138345839427
C2430,805.9840909142478
C2497,447.6505624288792
C1494,881.0306914285599
C1457,519.6949102418006
C1525,1169.339247969311
C1712,515.8469328669299
C2267,1046.1823036745052
C1623,325.0238058526373
C2131,542.6559514617355
C2691,1532.581630302758
C1147,690.3648806190602
C1692,975.1221043694808
C1570,993.4711129594509
C1474,88.30436814629603
C1633,140.13530234176116
C2113,512.7361890029088
C2175,740.1019308341615
C2303,1427.861692647746
C2547,666.5878256184849
C2292,920.1154363629257
C1496,734.2235321777794
C1289,426.9926967118778
C1849,748.6178170426265
C1003,262.1023077968856
C2268,420.0524831444138
C2551,590.7777402001999
C2688,36.66321582734488
C1030,71.72363222816459
C2451,488.8045787723814
C1749,469.84967600690067
C1349,255.4600912162886
C2043,216.91188781833338
C1229,229.69998211417163
C2363,470.15933961869683
C1414,378.20503642030104
C2174,458.52984247850037
C2091,133.03809087635565
C1841,72.75099090519917
C2404,76.11843787966126
C1683,221.87161930636694
C1038,265.2961802310747
C2456,221.81106421232664
C1266,323.91562604203375
C2152,15.441568995083497
C1267,363.15465071770745
C2189,211.90432291691627
C2675,0
C2335,0
C1327,0
